"45279",359500,"64A Peter Street Dunedin","64 Peter Street Dunedin 9012", "64A Peter St, Caversham, Dunedin 9012, New Zealand", -45.89988150000001, 170.4768656
"45280",359501,"90 Sidey Street Dunedin","92 Sidey Street Dunedin 9012", "90 Sidey St, Calton Hill, Dunedin 9012, New Zealand", -45.9001412, 170.4743225
"45281",359502,"175 Oxford Street Dunedin","PO Box 5045 Moray Place Dunedin 9058", "175 Oxford St, South Dunedin, Dunedin 9012, New Zealand", -45.8996165, 170.5008081
"45282",359504,"72 Fawcett Street Dunedin","C/O Ms G L Barbara PO Box 3027 Waikuku Beach 7448", "72 Fawcett St, South Dunedin, Dunedin 9012, New Zealand", -45.9001837, 170.4969434
"45283",359505,"130 Sidey Street Dunedin","130 Sidey Street Dunedin 9012", "130 Sidey St, Calton Hill, Dunedin 9012, New Zealand", -45.9009487, 170.4720916
"45284",359506,"56A Peter Street Dunedin","58 Peter Street Dunedin 9012", "56A Peter St, Caversham, Dunedin 9012, New Zealand", -45.8994264, 170.4765632
"45285",359507,"56B Peter Street Dunedin","58 Peter Street Dunedin 9012", "56B Peter St, Caversham, Dunedin 9012, New Zealand", -45.8994673, 170.4772714
"45286",359508,"55A Morrison Street Dunedin","55 Morrison Street Dunedin 9012", "55A Morrison St, Caversham, Dunedin 9012, New Zealand", -45.8989208, 170.4769265
"45287",359509,"27 Playfair Street Dunedin","Estate D M Wilson PO Box 143 Dunedin 9054", , ,
"45288",359510,"66B Forbury Road Dunedin","PO Box 5045 Moray Place Dunedin 9058", "66B Forbury Rd, Kew, Dunedin 9012, New Zealand", -45.9029827, 170.485015
"45289",359512,"86A Forbury Road Dunedin","86 Forbury Road Dunedin 9012", , ,
"45290",359513,"13 Coney Hill Road Dunedin","30 Allandale Road Dunedin 9012", "13 Coney Hill Rd, St Clair, Dunedin 9012, New Zealand", -45.9066862, 170.4846236
"45291",359515,"7 Loyalty Street Dunedin","505 Hillside Road Dunedin 9012", "7 Loyalty St, Forbury, Dunedin 9012, New Zealand", -45.8976256, 170.4886752
"45292",359517,"54 Wesley Street Dunedin","56 Wesley Street Dunedin 9012", "54 Wesley St, South Dunedin, Dunedin 9012, New Zealand", -45.8974151, 170.4944924
"45293",359519,"3A Osmond Street Dunedin","777 Mount Cargill Road RD 2 Waitati 9085", "3A Osmond St, South Dunedin, Dunedin 9012, New Zealand", -45.897968, 170.4945434
"45294",359521,"1A Osmond Street Dunedin","777 Mount Cargill Road RD 2 Waitati 9085", , ,
"45295",359523,"112 Norfolk Street Dunedin","54 Cliffs Road Dunedin 9012", "112 Norfolk St, St Clair, Dunedin 9012, New Zealand", -45.9141591, 170.4852007
"45296",359524,"17A Cliffs Road Dunedin","17 Cliffs Road Dunedin 9012", , ,
"45297",359526,"134 Sidey Street Dunedin","2 Carson Street Dunedin 9011", "134 Sidey St, Calton Hill, Dunedin 9012, New Zealand", -45.9010926, 170.4717508
"45298",359527,"142 Sidey Street Dunedin","27 Whero Avenue RD 1 Lyttelton 8971", "142 Sidey St, Calton Hill, Dunedin 9012, New Zealand", -45.90147049999999, 170.4711032
"45299",359528,"555 South Road Dunedin","557 South Road Dunedin 9012", "555 South Rd, Calton Hill, Dunedin 9012, New Zealand", -45.8969199, 170.4638092
"45300",359529,"47 Corstorphine Road Dunedin","2 Seddon Street Waikouaiti 9510", "47 Corstorphine Rd, Calton Hill, Dunedin 9012, New Zealand", -45.9020784, 170.474008
"45301",359530,"43C Clermiston Avenue Dunedin","43A Clermiston Avenue Dunedin 9012", "43C Clermiston Ave, Corstorphine, Dunedin 9012, New Zealand", -45.90629390000001, 170.4744444
"45302",359531,"10 Summertime Avenue Dunedin","10 Summertime Avenue Dunedin 9012", , ,
"45303",359532,"17A Musselburgh Rise Dunedin","17 Musselburgh Rise Dunedin 9013", "17A Musselburgh Rise, Musselburgh, Dunedin 9013, New Zealand", -45.898502, 170.512225
"45304",359533,"48 Portobello Road Dunedin","11 Holyport Close Fairfield Dunedin 9018", "48 Portobello Rd, Musselburgh, Dunedin 9013, New Zealand", -45.8966623, 170.5129139
"45305",359534,"24A Belmont Lane Dunedin","22 Belmont Lane Dunedin 9013", "24A Belmont Ln, Musselburgh, Dunedin 9013, New Zealand", -45.8957795, 170.5150401
"45306",359535,"29A Sunshine Lane Dunedin","29 Sunshine Lane Dunedin 9013", "29A Sunshine Ln, Musselburgh, Dunedin 9013, New Zealand", -45.8947228, 170.5155042
"45307",359536,"103 Moana Crescent Dunedin","13 Bayne Terrace Macandrew Bay Dunedin 9014", "103 Moana Cres, Musselburgh, Dunedin 9013, New Zealand", -45.8949814, 170.5214092
"45308",359537,"21A Rewa Street Dunedin","21 Rewa Street Dunedin 9013", "21A Rewa St, Musselburgh, Dunedin 9013, New Zealand", -45.895019, 170.5183568
"45309",359538,"10 Wardlaw Street Dunedin",NA, , ,
"45310",359539,"69B Tahuna Road Dunedin","J A M Tonks Family Trust 69B Tahuna Road Dunedin 9013", "69B Tahuna Rd, Tainui, Dunedin 9013, New Zealand", -45.9019551, 170.52607
"45311",359540,"67 Tahuna Road Dunedin","1/67 Tahuna Road Dunedin 9013", "67 Tahuna Rd, Tainui, Dunedin 9013, New Zealand", -45.9024624, 170.5260072
"45312",359541,"67A Tahuna Road Dunedin","67A Tahuna Road Dunedin 9013", "67A Tahuna Rd, Tainui, Dunedin 9013, New Zealand", -45.9022884, 170.5257322
"45313",359542,"67B Tahuna Road Dunedin","67B Tahuna Road Dunedin 9013", "67B Tahuna Rd, Tainui, Dunedin 9013, New Zealand", -45.9021512, 170.5255965
"45314",359544,"52A Somerville Street Dunedin","52 Somerville Street Dunedin 9013", "52A Somerville St, Andersons Bay, Dunedin 9013, New Zealand", -45.8923196, 170.5311256
"45315",359545,"17A Heath Street Dunedin","17 Heath Street Dunedin 9013", "17A Heath St, Andersons Bay, Dunedin 9013, New Zealand", -45.8930665, 170.5327802
"45316",359546,"45 Jeffery Street Dunedin","41 Jeffery Street Dunedin 9013", "45 Jeffery St, Andersons Bay, Dunedin 9013, New Zealand", -45.8953948, 170.5328086
"45317",359547,"1 Heath Street Dunedin","3 Heath Street Dunedin 9013", "1 Heath St, Andersons Bay, Dunedin 9013, New Zealand", -45.8919697, 170.5339703
"45318",359548,"60A Every Street Dunedin","60 Every Street Dunedin 9013", , ,
"45319",359549,"62 Every Street Dunedin","60 Every Street Dunedin 9013", "62 Every St, Andersons Bay, Dunedin 9013, New Zealand", -45.8925122, 170.5358462
"45320",359550,"43 Every Street Dunedin","PO Box 5364 Moray Place Dunedin 9058", "43 Every St, Andersons Bay, Dunedin 9013, New Zealand", -45.8906296, 170.534417
"45321",359551,"46 Sunbury Street Dunedin","C/O Property Management Works PO Box 2330 South Dunedin Dunedin 9044", "46 Sunbury St, Andersons Bay, Dunedin 9013, New Zealand", -45.8947978, 170.5314913
"45322",359552,"34A Elliot Street Dunedin","34 Elliot Street Dunedin 9013", "34A Elliot St, Andersons Bay, Dunedin 9013, New Zealand", -45.89697779999999, 170.5287021
"45323",359553,"6B Tomkins Street Green Island","6 Tomkins Street Green Island Dunedin 9018", "6B Tomkins St, Green Island, Dunedin 9018, New Zealand", -45.9052738, 170.4419175
"45324",359555,"38A Minto Street Dunedin","38A Minto Street Dunedin 9013", "38A Minto St, Andersons Bay, Dunedin 9013, New Zealand", -45.9023283, 170.5323997
"45325",359556,"23A Scotland Terrace Burnside","23 Scotland Terrace Green Island Dunedin 9018", "23A Scotland Terrace, Green Island, Dunedin 9018, New Zealand", -45.903713, 170.440921
"45326",359557,"3A Quarry Road Green Island","3 Quarry Road Green Island Dunedin 9018", "3A Quarry Rd, Green Island, Dunedin 9018, New Zealand", -45.9022831, 170.4384244
"45327",359558,"28 Edinburgh Street Green Island","R D G Aston Family Trust 28 Edinburgh Street Green Island Dunedin 9018", "28 Edinburgh St, Green Island, Dunedin 9018, New Zealand", -45.90501039999999, 170.4366675
"45328",359559,"15 Corbett Street Green Island","PO Box 5509 Moray Place Dunedin 9058", "15 Corbett St, Green Island, Dunedin 9018, New Zealand", -45.9038288, 170.4377946
"45329",359560,"13 Corbett Street Green Island","14A Exmouth Street Abbotsford Dunedin 9018", "13 Corbett St, Green Island, Dunedin 9018, New Zealand", -45.9041573, 170.4382252
"45330",359561,"11 Corbett Street Green Island","14A Exmouth Street Abbotsford Dunedin 9018", "11 Corbett St, Green Island, Dunedin 9018, New Zealand", -45.9042676, 170.4383347
"45331",359562,"66 Aytoun Street Dunedin","31 Riccarton Road East East Taieri Mosgiel 9024", , ,
"45332",359563,"7A Lauriston Street Dunedin","7 Lauriston Street Dunedin 9013", "7A Lauriston St, Andersons Bay, Dunedin 9013, New Zealand", -45.8908795, 170.535478
"45333",359565,"4A Bone Street Dunedin","4 Bone Street Dunedin 9013", "4A Bone St, Highcliff, Dunedin 9013, New Zealand", -45.89301529999999, 170.5414369
"45334",359566,"66A Tower Avenue Dunedin","302 Pigeon Flat Road RD 2 Waitati 9085", "66A Tower Ave, Waverley, Dunedin 9013, New Zealand", -45.8838782, 170.5376157
