"1",305592,"18 Weka Street St Leonards","18 Weka Street Saint Leonards Dunedin 9022", "18 Weka St, St Leonards, Dunedin 9022, New Zealand", -45.84024429999999, 170.5817749
"2",305593,"24 Weka Street St Leonards","C/O Perpetual Guardian Private Bag 1965 Dunedin 9054", "24 Weka St, St Leonards, Dunedin 9022, New Zealand", -45.8396482, 170.5802754
"3",305594,"1 Wren Lane St Leonards","1 Wren Lane Saint Leonards Dunedin 9022", "1 Wren Ln, St Leonards, Dunedin 9022, New Zealand", -45.84052699999999, 170.5850602
"4",305595,"3 Wren Lane St Leonards","3 Wren Lane Saint Leonards Dunedin 9022", "3 Wren Ln, St Leonards, Dunedin 9022, New Zealand", -45.840422, 170.5848184
"5",305596,"78 St Leonards Drive St Leonards","PO Box 2456 South Dunedin Dunedin 9044", "78 St Leonards Dr, St Leonards, Dunedin 9022, New Zealand", -45.8405776, 170.5843235
"6",305597,"76 St Leonards Drive St Leonards","76 St Leonards Drive Saint Leonards Dunedin 9022", "76 St Leonards Dr, St Leonards, Dunedin 9022, New Zealand", -45.8407394, 170.5848366
"7",305598,"74 St Leonards Drive St Leonards","74 St Leonards Drive Saint Leonards Dunedin 9022", "74 St Leonards Dr, St Leonards, Dunedin 9022, New Zealand", -45.8410641, 170.5847681
"8",305599,"73 St Leonards Drive St Leonards","B C and S T Whipp Family Trust 5 Kaka Road Saint Leonards Dunedin 9022", "73 St Leonards Dr, St Leonards, Dunedin 9022, New Zealand", -45.8411578, 170.5845769
"9",305600,"72 St Leonards Drive St Leonards","72 St Leonards Drive Saint Leonards Dunedin 9022", "72 St Leonards Dr, St Leonards, Dunedin 9022, New Zealand", -45.8412814, 170.5845351
"10",305601,"4 Weka Street St Leonards","4 Weka Street Saint Leonards Dunedin 9022", "4 Weka St, St Leonards, Dunedin 9022, New Zealand", -45.8409771, 170.5839581
"11",305602,"6 Weka Street St Leonards","6 Weka Street Saint Leonards Dunedin 9022", "6 Weka St, St Leonards, Dunedin 9022, New Zealand", -45.8408267, 170.5837549
"12",305603,"8 Weka Street St Leonards",NA, "8 Weka St, St Leonards, Dunedin 9022, New Zealand", -45.8406979, 170.583606
"13",305605,"12 Weka Street St Leonards","Bradfield Wickens Family Trusat 12 Weka Street St Leonards Dunedin 9022", "12 Weka St, St Leonards, Dunedin 9022, New Zealand", -45.8405136, 170.5829322
"14",305606,"14 Weka Street St Leonards","14 Weka Street Saint Leonards Dunedin 9022", "14 Weka St, St Leonards, Dunedin 9022, New Zealand", -45.84047289999999, 170.5825506
"15",305607,"16 Weka Street St Leonards","16 Weka Street Saint Leonards Dunedin 9022", "16 Weka St, St Leonards, Dunedin 9022, New Zealand", -45.84042160000001, 170.5821883
"16",305608,"15 Wren Lane St Leonards","15 Wren Lane Saint Leonards Dunedin 9022", "15 Wren Ln, St Leonards, Dunedin 9022, New Zealand", -45.8402716, 170.5830915
"17",305609,"21 Wren Lane St Leonards","16 Weka Street Saint Leonards Dunedin 9022", "21 Wren Ln, St Leonards, Dunedin 9022, New Zealand", -45.8401592, 170.5823854
"18",305610,"11 Wren Lane St Leonards","11 Wren Lane Saint Leonards Dunedin 9022", "11 Wren Ln, St Leonards, Dunedin 9022, New Zealand", -45.8404813, 170.5836865
"19",305611,"9 Wren Lane St Leonards","16 Rue Colbert La Trompette La Rochelle FRANCE 17000", "9 Wren Ln, St Leonards, Dunedin 9022, New Zealand", -45.8403945, 170.5840262
"20",305613,"5 Weka Street St Leonards","5 Weka Street Saint Leonards Dunedin 9022", "5 Weka St, St Leonards, Dunedin 9022, New Zealand", -45.8412025, 170.5835484
"21",305614,"7 Weka Street St Leonards",NA, "7 Weka St, St Leonards, Dunedin 9022, New Zealand", -45.8410709, 170.5833224
"22",305615,"9 Weka Street St Leonards","9 Weka Street Saint Leonards Dunedin 9022", "9 Weka St, St Leonards, Dunedin 9022, New Zealand", -45.8409419, 170.5831019
"23",305616,"11 Weka Street St Leonards","11 Weka Street Saint Leonards Dunedin 9022", "11 Weka St, St Leonards, Dunedin 9022, New Zealand", -45.8408822, 170.5826874
"24",305617,"69 St Leonards Drive St Leonards","PO Box 5045 Moray Place Dunedin 9058", "69 St Leonards Dr, St Leonards, Dunedin 9022, New Zealand", -45.8420159, 170.5836056
"25",305618,"62 St Leonards Drive St Leonards","62 St Leonards Drive Saint Leonards Dunedin 9022", "62 St Leonards Dr, St Leonards, Dunedin 9022, New Zealand", -45.8424926, 170.5829261
"26",305619,"61 St Leonards Drive St Leonards","61 St Leonards Drive Saint Leonards Dunedin 9022", "61 St Leonards Dr, St Leonards, Dunedin 9022, New Zealand", -45.8426476, 170.5827411
"27",305620,"4 Tui Street St Leonards","4 Tui Street Saint Leonards Dunedin 9022", "4 Tui St, St Leonards, Dunedin 9022, New Zealand", -45.8425911, 170.5820007
"28",305621,"60 St Leonards Drive St Leonards","60 St Leonards Drive Saint Leonards Dunedin 9022", "60 St Leonards Dr, St Leonards, Dunedin 9022, New Zealand", -45.842799, 170.5826124
"29",305622,"22 Takahe Terrace St Leonards","4 Tui Street Saint Leonards Dunedin 9022", "22 Takahe Terrace, St Leonards, Dunedin 9022, New Zealand", -45.84233709999999, 170.5819656
